year,country,gdp_tier,industry,company_size,num_employees,rd_spend_pct_gdp,internet_penetration_pct,digital_maturity_index,ai_adoption_rate,adoption_level,prior_year_adoption_rate,adoption_momentum,rolling_3yr_avg,years_since_2018
2018,South Africa,1,Media & Entertainment,Large,46612,1.44,57.3,58.6,18.79,Low,18.79,0.0,18.79,0
2019,South Africa,1,Media & Entertainment,Large,41479,1.31,47.4,39.7,24.95,Low,18.79,6.16,18.79,1
2020,South Africa,1,Media & Entertainment,Large,6430,1.5,53.7,56.8,41.71,Medium,24.95,16.76,21.869999999999997,2
2021,South Africa,1,Media & Entertainment,Large,35825,0.68,67.0,41.9,52.54,Medium,41.71,10.829999999999998,28.483333333333334,3
2022,South Africa,1,Media & Entertainment,Large,17723,0.82,53.7,52.7,39.81,Medium,52.54,-12.729999999999997,39.73333333333333,4
2023,South Africa,1,Media & Entertainment,Large,24674,1.09,49.7,61.8,56.34,High,39.81,16.53,44.68666666666667,5
2024,South Africa,1,Media & Entertainment,Large,4876,1.27,45.8,53.8,78.46,High,56.34,22.11999999999999,49.56333333333333,6
2025,South Africa,1,Media & Entertainment,Large,11896,1.04,54.8,56.2,90.06,High,78.46,11.600000000000009,58.20333333333334,7
2018,South Africa,1,Media & Entertainment,Medium,303,1.16,55.1,48.5,10.55,Low,10.55,0.0,10.55,0
2019,South Africa,1,Media & Entertainment,Medium,258,0.92,46.9,60.4,17.7,Low,10.55,7.149999999999999,10.55,1
2020,South Africa,1,Media & Entertainment,Medium,289,1.54,66.7,51.0,30.69,Medium,17.7,12.990000000000002,14.125,2
2021,South Africa,1,Media & Entertainment,Medium,297,0.76,64.4,43.8,35.83,Medium,30.69,5.139999999999997,19.646666666666665,3
2022,South Africa,1,Media & Entertainment,Medium,728,1.82,49.9,63.1,39.89,Medium,35.83,4.060000000000002,28.073333333333334,4
2023,South Africa,1,Media & Entertainment,Medium,910,1.26,62.0,53.8,44.45,Medium,39.89,4.560000000000002,35.47,5
2024,South Africa,1,Media & Entertainment,Medium,397,0.76,64.9,55.4,57.75,High,44.45,13.299999999999997,40.056666666666665,6
2025,South Africa,1,Media & Entertainment,Medium,530,1.34,63.4,68.7,65.97,High,57.75,8.219999999999999,47.36333333333334,7
2018,South Africa,1,Media & Entertainment,Small,32,0.9,51.3,57.1,8.55,Low,8.55,0.0,8.55,0
2019,South Africa,1,Media & Entertainment,Small,36,1.58,54.3,30.1,3.99,Low,8.55,-4.5600000000000005,8.55,1
2020,South Africa,1,Media & Entertainment,Small,5,0.9,54.9,48.1,20.91,Low,3.99,16.92,6.2700000000000005,2
2021,South Africa,1,Media & Entertainment,Small,97,0.91,55.8,52.9,22.74,Low,20.91,1.8299999999999983,11.15,3
2022,South Africa,1,Media & Entertainment,Small,51,1.42,62.8,49.5,30.04,Medium,22.74,7.300000000000001,15.88,4
2023,South Africa,1,Media & Entertainment,Small,76,0.9,65.5,68.2,36.31,Medium,30.04,6.270000000000003,24.563333333333333,5
2024,South Africa,1,Media & Entertainment,Small,75,1.27,57.5,24.9,52.62,Medium,36.31,16.309999999999995,29.69666666666667,6
2025,South Africa,1,Media & Entertainment,Small,75,1.26,70.0,52.0,59.42,High,52.62,6.800000000000004,39.656666666666666,7
2018,South Africa,1,Retail,Large,48061,0.79,57.0,49.1,13.81,Low,13.81,0.0,13.81,0
2019,South Africa,1,Retail,Large,39909,1.3,64.4,41.4,19.62,Low,13.81,5.8100000000000005,13.81,1
2020,South Africa,1,Retail,Large,25527,1.18,62.3,61.7,32.04,Medium,19.62,12.419999999999998,16.715,2
2021,South Africa,1,Retail,Large,18921,1.09,58.7,30.7,36.52,Medium,32.04,4.480000000000004,21.823333333333334,3
2022,South Africa,1,Retail,Large,15632,1.32,66.9,53.4,49.44,Medium,36.52,12.919999999999995,29.393333333333334,4
2023,South Africa,1,Retail,Large,23178,1.07,41.0,45.2,49.37,Medium,49.44,-0.07000000000000028,39.333333333333336,5
2024,South Africa,1,Retail,Large,16202,1.21,64.5,55.2,65.8,High,49.37,16.43,45.11000000000001,6
2025,South Africa,1,Retail,Large,3488,1.38,70.4,45.8,84.13,High,65.8,18.33,54.87,7
2018,South Africa,1,Retail,Medium,789,1.24,49.0,46.8,15.35,Low,15.35,0.0,15.35,0
2019,South Africa,1,Retail,Medium,161,1.21,49.5,43.1,11.62,Low,15.35,-3.7300000000000004,15.35,1
2020,South Africa,1,Retail,Medium,394,0.81,66.8,51.8,28.74,Low,11.62,17.119999999999997,13.485,2
2021,South Africa,1,Retail,Medium,931,1.52,62.2,41.5,21.15,Low,28.74,-7.59,18.569999999999997,3
2022,South Africa,1,Retail,Medium,392,1.68,74.4,36.7,40.85,Medium,21.15,19.700000000000003,20.50333333333333,4
2023,South Africa,1,Retail,Medium,706,1.24,73.9,48.5,46.01,Medium,40.85,5.159999999999997,30.24666666666667,5
2024,South Africa,1,Retail,Medium,138,0.8,65.3,13.9,52.54,Medium,46.01,6.530000000000001,36.00333333333334,6
2025,South Africa,1,Retail,Medium,583,0.49,60.0,55.5,63.44,High,52.54,10.899999999999999,46.46666666666667,7
2018,South Africa,1,Retail,Small,89,1.54,63.8,53.9,2.0,Low,2.0,0.0,2.0,0
2019,South Africa,1,Retail,Small,73,1.29,60.0,56.1,8.74,Low,2.0,6.74,2.0,1
2020,South Africa,1,Retail,Small,62,1.03,63.4,35.5,13.55,Low,8.74,4.8100000000000005,5.37,2
2021,South Africa,1,Retail,Small,97,1.21,67.3,57.5,19.01,Low,13.55,5.460000000000001,8.096666666666666,3
2022,South Africa,1,Retail,Small,55,1.33,64.5,37.0,29.18,Low,19.01,10.169999999999998,13.766666666666667,4
2023,South Africa,1,Retail,Small,27,1.38,51.8,43.1,40.58,Medium,29.18,11.399999999999999,20.580000000000002,5
2024,South Africa,1,Retail,Small,35,1.34,60.9,57.9,38.32,Medium,40.58,-2.259999999999998,29.590000000000003,6
2025,South Africa,1,Retail,Small,60,0.79,71.3,67.9,59.28,High,38.32,20.96,36.026666666666664,7
2018,South Africa,1,Technology,Large,21757,1.27,62.1,63.9,28.13,Low,28.13,0.0,28.13,0
2019,South Africa,1,Technology,Large,41080,0.98,49.2,32.7,39.22,Medium,28.13,11.09,28.13,1
2020,South Africa,1,Technology,Large,30980,1.21,56.6,74.2,39.32,Medium,39.22,0.10000000000000142,33.675,2
2021,South Africa,1,Technology,Large,43865,1.77,64.1,60.9,50.7,Medium,39.32,11.380000000000003,35.556666666666665,3
2022,South Africa,1,Technology,Large,44982,1.37,73.5,53.8,56.52,High,50.7,5.82,43.080000000000005,4
2023,South Africa,1,Technology,Large,4460,1.46,71.6,58.4,77.18,High,56.52,20.660000000000004,48.84666666666667,5
2024,South Africa,1,Technology,Large,46517,1.46,51.0,39.8,79.49,High,77.18,2.309999999999988,61.466666666666676,6
2025,South Africa,1,Technology,Large,26702,0.89,53.2,42.3,95.81,High,79.49,16.320000000000007,71.06333333333333,7
2018,South Africa,1,Technology,Medium,633,1.08,57.6,24.5,14.79,Low,14.79,0.0,14.79,0
2019,South Africa,1,Technology,Medium,266,1.07,56.3,44.1,27.95,Low,14.79,13.16,14.79,1
2020,South Africa,1,Technology,Medium,484,1.22,62.7,40.3,32.19,Medium,27.95,4.239999999999998,21.369999999999997,2
2021,South Africa,1,Technology,Medium,865,1.23,62.4,58.6,42.84,Medium,32.19,10.650000000000006,24.976666666666663,3
2022,South Africa,1,Technology,Medium,138,1.34,52.6,42.6,45.74,Medium,42.84,2.8999999999999986,34.32666666666666,4
2023,South Africa,1,Technology,Medium,675,1.12,63.2,43.0,57.63,High,45.74,11.89,40.25666666666667,5
2024,South Africa,1,Technology,Medium,649,1.35,61.6,46.7,61.1,High,57.63,3.469999999999999,48.73666666666667,6
2025,South Africa,1,Technology,Medium,105,1.01,57.7,65.4,78.31,High,61.1,17.21,54.82333333333333,7
2018,South Africa,1,Technology,Small,98,1.33,63.0,51.5,4.91,Low,4.91,0.0,4.91,0
2019,South Africa,1,Technology,Small,59,0.99,69.9,46.7,14.54,Low,4.91,9.629999999999999,4.91,1
2020,South Africa,1,Technology,Small,70,1.24,51.1,50.6,16.67,Low,14.54,2.1300000000000026,9.725,2
2021,South Africa,1,Technology,Small,63,1.22,64.3,55.4,24.27,Low,16.67,7.599999999999998,12.040000000000001,3
2022,South Africa,1,Technology,Small,18,1.65,54.1,79.8,30.67,Medium,24.27,6.400000000000002,18.493333333333336,4
2023,South Africa,1,Technology,Small,11,1.29,48.4,70.7,46.49,Medium,30.67,15.82,23.87,5
2024,South Africa,1,Technology,Small,84,1.37,65.4,73.0,54.79,Medium,46.49,8.299999999999997,33.81,6
2025,South Africa,1,Technology,Small,64,1.78,52.3,53.1,57.34,High,54.79,2.5500000000000043,43.98333333333334,7
2018,South Korea,3,Agriculture,Large,8711,2.39,93.8,89.9,20.91,Low,20.91,0.0,20.91,0
2019,South Korea,3,Agriculture,Large,37176,2.48,99.0,79.7,27.16,Low,20.91,6.25,20.91,1
2020,South Korea,3,Agriculture,Large,32533,2.37,99.0,69.9,27.66,Low,27.16,0.5,24.035,2
2021,South Korea,3,Agriculture,Large,2561,2.61,91.8,81.5,43.04,Medium,27.66,15.379999999999999,25.243333333333336,3
2022,South Korea,3,Agriculture,Large,17139,2.41,98.3,80.7,38.97,Medium,43.04,-4.07,32.62,4
2023,South Korea,3,Agriculture,Large,43837,1.99,99.0,84.0,58.54,High,38.97,19.57,36.556666666666665,5
2024,South Korea,3,Agriculture,Large,49336,2.53,99.0,69.8,67.04,High,58.54,8.500000000000007,46.849999999999994,6
2025,South Korea,3,Agriculture,Large,28188,2.64,99.0,68.9,67.57,High,67.04,0.5299999999999869,54.85,7
2018,South Korea,3,Agriculture,Medium,936,2.48,84.3,69.6,11.32,Low,11.32,0.0,11.32,0
2019,South Korea,3,Agriculture,Medium,570,2.92,84.7,97.4,14.87,Low,11.32,3.549999999999999,11.32,1
2020,South Korea,3,Agriculture,Medium,729,3.08,99.0,88.2,16.92,Low,14.87,2.0500000000000025,13.094999999999999,2
2021,South Korea,3,Agriculture,Medium,804,2.69,99.0,75.6,26.2,Low,16.92,9.279999999999998,14.37,3
2022,South Korea,3,Agriculture,Medium,706,2.62,99.0,81.2,35.96,Medium,26.2,9.760000000000002,19.33,4
2023,South Korea,3,Agriculture,Medium,867,2.79,97.0,89.1,39.39,Medium,35.96,3.4299999999999997,26.360000000000003,5
2024,South Korea,3,Agriculture,Medium,115,2.71,98.7,76.3,50.27,Medium,39.39,10.880000000000003,33.85,6
2025,South Korea,3,Agriculture,Medium,441,2.57,99.0,99.0,56.63,High,50.27,6.359999999999999,41.873333333333335,7
2018,South Korea,3,Agriculture,Small,29,2.46,95.7,89.6,2.0,Low,2.0,0.0,2.0,0
2019,South Korea,3,Agriculture,Small,59,3.1,99.0,79.0,2.74,Low,2.0,0.7400000000000002,2.0,1
2020,South Korea,3,Agriculture,Small,95,2.77,95.2,100.0,16.25,Low,2.74,13.51,2.37,2
2021,South Korea,3,Agriculture,Small,56,2.65,93.3,77.3,27.88,Low,16.25,11.629999999999999,6.996666666666667,3
2022,South Korea,3,Agriculture,Small,86,2.33,99.0,87.1,18.35,Low,27.88,-9.529999999999998,15.623333333333335,4
2023,South Korea,3,Agriculture,Small,33,2.67,95.0,80.7,35.61,Medium,18.35,17.259999999999998,20.826666666666668,5
2024,South Korea,3,Agriculture,Small,92,2.85,99.0,69.5,42.15,Medium,35.61,6.539999999999999,27.28,6
2025,South Korea,3,Agriculture,Small,70,2.47,97.0,85.5,51.14,Medium,42.15,8.990000000000002,32.03666666666667,7
2018,South Korea,3,Automotive,Large,36319,2.73,99.0,95.7,58.09,High,58.09,0.0,58.09,0
2019,South Korea,3,Automotive,Large,38617,2.76,99.0,88.3,69.54,High,58.09,11.450000000000003,58.09,1
2020,South Korea,3,Automotive,Large,24563,2.69,95.2,71.5,76.52,High,69.54,6.97999999999999,63.815000000000005,2
2021,South Korea,3,Automotive,Large,30040,2.17,99.0,91.6,63.34,High,76.52,-13.179999999999993,68.05,3
2022,South Korea,3,Automotive,Large,38390,2.76,99.0,100.0,88.89,High,63.34,25.549999999999997,69.8,4
2023,South Korea,3,Automotive,Large,25680,2.26,84.0,90.4,86.94,High,88.89,-1.9500000000000028,76.25,5
2024,South Korea,3,Automotive,Large,34538,2.49,99.0,88.6,97.0,High,86.94,10.060000000000002,79.72333333333334,6
2025,South Korea,3,Automotive,Large,47290,2.71,99.0,93.0,97.0,High,97.0,0.0,90.94333333333333,7
2018,South Korea,3,Automotive,Medium,215,2.86,99.0,95.6,28.44,Low,28.44,0.0,28.44,0
2019,South Korea,3,Automotive,Medium,607,2.77,99.0,98.7,35.62,Medium,28.44,7.179999999999996,28.44,1
2020,South Korea,3,Automotive,Medium,231,3.05,99.0,100.0,40.11,Medium,35.62,4.490000000000002,32.03,2
2021,South Korea,3,Automotive,Medium,256,2.84,99.0,92.6,48.36,Medium,40.11,8.25,34.72333333333333,3
2022,South Korea,3,Automotive,Medium,689,2.33,99.0,96.9,58.21,High,48.36,9.850000000000001,41.36333333333334,4
2023,South Korea,3,Automotive,Medium,285,2.82,99.0,71.2,71.8,High,58.21,13.589999999999996,48.89333333333334,5
2024,South Korea,3,Automotive,Medium,101,2.8,99.0,92.0,80.02,High,71.8,8.219999999999999,59.45666666666667,6
2025,South Korea,3,Automotive,Medium,775,2.91,99.0,100.0,86.39,High,80.02,6.3700000000000045,70.00999999999999,7
2018,South Korea,3,Automotive,Small,37,2.82,99.0,83.6,10.91,Low,10.91,0.0,10.91,0
2019,South Korea,3,Automotive,Small,72,2.63,93.8,88.9,31.31,Medium,10.91,20.4,10.91,1
2020,South Korea,3,Automotive,Small,86,1.97,99.0,85.8,28.83,Low,31.31,-2.4800000000000004,21.11,2
2021,South Korea,3,Automotive,Small,41,2.69,85.3,83.4,43.17,Medium,28.83,14.340000000000003,23.683333333333334,3
2022,South Korea,3,Automotive,Small,92,2.4,99.0,95.5,43.18,Medium,43.17,0.00999999999999801,34.43666666666667,4
2023,South Korea,3,Automotive,Small,43,2.87,99.0,80.2,53.99,Medium,43.18,10.810000000000002,38.39333333333334,5
2024,South Korea,3,Automotive,Small,48,2.33,89.8,85.1,74.53,High,53.99,20.54,46.78,6
2025,South Korea,3,Automotive,Small,32,2.26,92.4,75.5,73.84,High,74.53,-0.6899999999999977,57.23333333333333,7
2018,South Korea,3,Education,Large,25816,2.49,99.0,79.3,36.43,Medium,36.43,0.0,36.43,0
2019,South Korea,3,Education,Large,46101,2.41,99.0,86.5,46.64,Medium,36.43,10.21,36.43,1
2020,South Korea,3,Education,Large,11633,2.8,97.6,97.4,52.73,Medium,46.64,6.089999999999996,41.535,2
2021,South Korea,3,Education,Large,5861,2.87,98.8,69.6,64.96,High,52.73,12.229999999999997,45.26666666666667,3
2022,South Korea,3,Education,Large,36571,2.63,99.0,100.0,62.86,High,64.96,-2.0999999999999943,54.776666666666664,4
2023,South Korea,3,Education,Large,9486,2.42,97.0,70.9,74.85,High,62.86,11.989999999999995,60.18333333333334,5
2024,South Korea,3,Education,Large,25829,2.56,99.0,85.0,88.05,High,74.85,13.200000000000003,67.55666666666666,6
2025,South Korea,3,Education,Large,17746,2.4,95.1,90.3,95.75,High,88.05,7.700000000000003,75.25333333333333,7
2018,South Korea,3,Education,Medium,759,2.29,99.0,100.0,12.57,Low,12.57,0.0,12.57,0
2019,South Korea,3,Education,Medium,907,2.65,99.0,77.9,25.52,Low,12.57,12.95,12.57,1
2020,South Korea,3,Education,Medium,468,3.27,99.0,86.2,30.41,Medium,25.52,4.890000000000001,19.045,2
2021,South Korea,3,Education,Medium,999,2.71,95.6,95.2,36.39,Medium,30.41,5.98,22.833333333333332,3
2022,South Korea,3,Education,Medium,450,1.96,90.3,86.4,47.54,Medium,36.39,11.149999999999999,30.77333333333333,4
2023,South Korea,3,Education,Medium,174,2.13,96.8,76.5,49.17,Medium,47.54,1.6300000000000026,38.11333333333334,5
2024,South Korea,3,Education,Medium,409,2.59,99.0,85.6,62.23,High,49.17,13.059999999999995,44.366666666666674,6
2025,South Korea,3,Education,Medium,574,2.14,97.1,90.7,78.69,High,62.23,16.46,52.98,7
2018,South Korea,3,Education,Small,53,2.49,99.0,83.9,2.0,Low,2.0,0.0,2.0,0
2019,South Korea,3,Education,Small,12,2.69,84.5,97.9,15.88,Low,2.0,13.88,2.0,1
2020,South Korea,3,Education,Small,83,2.28,91.0,100.0,18.97,Low,15.88,3.089999999999998,8.940000000000001,2
2021,South Korea,3,Education,Small,17,2.79,99.0,89.9,24.36,Low,18.97,5.390000000000001,12.283333333333333,3
2022,South Korea,3,Education,Small,66,2.31,99.0,91.7,30.31,Medium,24.36,5.949999999999999,19.736666666666668,4
2023,South Korea,3,Education,Small,36,2.36,99.0,95.9,47.89,Medium,30.31,17.580000000000002,24.546666666666667,5
2024,South Korea,3,Education,Small,26,2.73,99.0,82.7,54.88,Medium,47.89,6.990000000000002,34.18666666666667,6
2025,South Korea,3,Education,Small,13,2.56,96.5,94.1,56.0,High,54.88,1.1199999999999974,44.36000000000001,7
2018,South Korea,3,Financial Services,Large,21191,2.32,99.0,91.3,65.3,High,65.3,0.0,65.3,0
2019,South Korea,3,Financial Services,Large,35560,2.55,90.8,88.3,76.04,High,65.3,10.740000000000009,65.3,1
2020,South Korea,3,Financial Services,Large,1944,2.57,99.0,88.8,74.36,High,76.04,-1.6800000000000068,70.67,2
2021,South Korea,3,Financial Services,Large,47489,2.39,99.0,84.8,82.58,High,74.36,8.219999999999999,71.89999999999999,3
2022,South Korea,3,Financial Services,Large,9273,2.22,99.0,98.9,83.65,High,82.58,1.0700000000000074,77.66,4
2023,South Korea,3,Financial Services,Large,9155,2.82,99.0,93.2,91.73,High,83.65,8.079999999999998,80.19666666666667,5
2024,South Korea,3,Financial Services,Large,49993,3.12,99.0,96.6,97.0,High,91.73,5.269999999999996,85.98666666666668,6
2025,South Korea,3,Financial Services,Large,15322,3.02,90.3,87.3,97.0,High,97.0,0.0,90.79333333333334,7
2018,South Korea,3,Financial Services,Medium,540,2.87,99.0,94.7,35.01,Medium,35.01,0.0,35.01,0
2019,South Korea,3,Financial Services,Medium,789,2.68,97.5,100.0,36.0,Medium,35.01,0.990000000000002,35.01,1
2020,South Korea,3,Financial Services,Medium,799,2.22,99.0,89.9,45.12,Medium,36.0,9.119999999999997,35.504999999999995,2
2021,South Korea,3,Financial Services,Medium,116,2.69,99.0,98.2,50.51,Medium,45.12,5.390000000000001,38.71,3
2022,South Korea,3,Financial Services,Medium,339,2.2,99.0,82.8,75.8,High,50.51,25.29,43.876666666666665,4
2023,South Korea,3,Financial Services,Medium,950,2.65,99.0,84.9,73.58,High,75.8,-2.219999999999999,57.14333333333334,5
2024,South Korea,3,Financial Services,Medium,970,2.73,98.4,74.8,79.19,High,73.58,5.609999999999999,66.63,6
2025,South Korea,3,Financial Services,Medium,757,3.1,96.8,74.6,91.03,High,79.19,11.840000000000003,76.19,7
2018,South Korea,3,Financial Services,Small,98,3.2,96.1,83.9,21.39,Low,21.39,0.0,21.39,0
2019,South Korea,3,Financial Services,Small,90,2.95,96.9,93.0,37.34,Medium,21.39,15.950000000000003,21.39,1
2020,South Korea,3,Financial Services,Small,13,2.66,88.9,91.8,32.74,Medium,37.34,-4.600000000000001,29.365000000000002,2
2021,South Korea,3,Financial Services,Small,82,2.84,99.0,81.4,41.74,Medium,32.74,9.0,30.49,3
2022,South Korea,3,Financial Services,Small,41,2.93,95.3,97.1,49.22,Medium,41.74,7.479999999999997,37.27333333333333,4
2023,South Korea,3,Financial Services,Small,94,2.46,98.2,93.0,52.07,Medium,49.22,2.8500000000000014,41.233333333333334,5
2024,South Korea,3,Financial Services,Small,68,2.51,99.0,83.0,68.34,High,52.07,16.270000000000003,47.67666666666667,6
2025,South Korea,3,Financial Services,Small,58,2.36,99.0,97.6,68.46,High,68.34,0.11999999999999034,56.54333333333333,7
2018,South Korea,3,Gaming,Large,2600,2.66,99.0,92.6,58.99,High,58.99,0.0,58.99,0
2019,South Korea,3,Gaming,Large,10963,2.79,99.0,99.5,74.94,High,58.99,15.949999999999996,58.99,1
2020,South Korea,3,Gaming,Large,2064,3.03,99.0,95.9,80.66,High,74.94,5.719999999999999,66.965,2
2021,South Korea,3,Gaming,Large,18884,2.01,95.2,98.7,84.2,High,80.66,3.5400000000000063,71.53,3
2022,South Korea,3,Gaming,Large,49022,2.64,99.0,83.6,96.21,High,84.2,12.009999999999991,79.93333333333334,4
2023,South Korea,3,Gaming,Large,46180,2.19,97.7,89.1,97.0,High,96.21,0.7900000000000063,87.02333333333333,5
2024,South Korea,3,Gaming,Large,31802,1.97,86.2,96.1,97.0,High,97.0,0.0,92.46999999999998,6
2025,South Korea,3,Gaming,Large,37535,2.76,99.0,97.0,97.0,High,97.0,0.0,96.73666666666668,7
2018,South Korea,3,Gaming,Medium,569,2.53,99.0,100.0,40.45,Medium,40.45,0.0,40.45,0
2019,South Korea,3,Gaming,Medium,519,2.07,97.2,100.0,40.74,Medium,40.45,0.28999999999999915,40.45,1
2020,South Korea,3,Gaming,Medium,395,3.06,93.6,77.7,57.58,High,40.74,16.839999999999996,40.595,2
2021,South Korea,3,Gaming,Medium,882,2.84,99.0,100.0,63.67,High,57.58,6.090000000000003,46.25666666666667,3
2022,South Korea,3,Gaming,Medium,906,2.87,99.0,98.2,66.04,High,63.67,2.3700000000000045,53.99666666666667,4
2023,South Korea,3,Gaming,Medium,942,2.63,86.5,100.0,72.13,High,66.04,6.089999999999989,62.43,5
2024,South Korea,3,Gaming,Medium,760,2.51,97.9,100.0,86.76,High,72.13,14.63000000000001,67.28,6
2025,South Korea,3,Gaming,Medium,440,2.63,95.7,95.9,88.79,High,86.76,2.030000000000001,74.97666666666667,7
2018,South Korea,3,Gaming,Small,65,2.58,99.0,83.7,14.97,Low,14.97,0.0,14.97,0
2019,South Korea,3,Gaming,Small,54,2.55,99.0,84.0,31.63,Medium,14.97,16.659999999999997,14.97,1
2020,South Korea,3,Gaming,Small,39,3.08,93.7,100.0,42.01,Medium,31.63,10.379999999999999,23.3,2
2021,South Korea,3,Gaming,Small,36,2.8,99.0,77.0,41.54,Medium,42.01,-0.46999999999999886,29.53666666666666,3
2022,South Korea,3,Gaming,Small,49,2.42,99.0,100.0,51.17,Medium,41.54,9.630000000000003,38.39333333333333,4
2023,South Korea,3,Gaming,Small,71,2.93,90.9,81.0,54.19,Medium,51.17,3.019999999999996,44.90666666666666,5
2024,South Korea,3,Gaming,Small,78,2.81,97.7,100.0,66.94,High,54.19,12.75,48.96666666666666,6
2025,South Korea,3,Gaming,Small,79,3.09,99.0,96.5,73.19,High,66.94,6.25,57.43333333333334,7
2018,South Korea,3,Government,Large,8485,1.94,96.6,98.9,29.16,Low,29.16,0.0,29.16,0
2019,South Korea,3,Government,Large,25723,2.66,99.0,83.8,34.03,Medium,29.16,4.870000000000001,29.16,1
2020,South Korea,3,Government,Large,34210,1.82,95.9,85.1,33.15,Medium,34.03,-0.8800000000000026,31.595,2
2021,South Korea,3,Government,Large,45291,3.0,99.0,89.2,44.94,Medium,33.15,11.79,32.11333333333334,3
2022,South Korea,3,Government,Large,29500,2.7,93.5,75.2,49.6,Medium,44.94,4.660000000000004,37.373333333333335,4
2023,South Korea,3,Government,Large,2499,2.0,98.1,69.6,58.82,High,49.6,9.219999999999999,42.56333333333333,5
2024,South Korea,3,Government,Large,43278,2.88,99.0,100.0,75.37,High,58.82,16.550000000000004,51.12,6
2025,South Korea,3,Government,Large,7218,2.83,98.5,76.6,76.12,High,75.37,0.75,61.26333333333333,7
2018,South Korea,3,Government,Medium,992,2.57,99.0,70.1,19.09,Low,19.09,0.0,19.09,0
2019,South Korea,3,Government,Medium,359,2.89,99.0,73.3,16.12,Low,19.09,-2.969999999999999,19.09,1
2020,South Korea,3,Government,Medium,816,2.43,96.1,79.2,29.4,Low,16.12,13.279999999999998,17.605,2
2021,South Korea,3,Government,Medium,777,2.4,93.1,87.0,39.59,Medium,29.4,10.190000000000005,21.536666666666665,3
2022,South Korea,3,Government,Medium,554,2.51,95.4,94.2,46.75,Medium,39.59,7.159999999999997,28.37,4
2023,South Korea,3,Government,Medium,941,2.69,98.4,100.0,48.53,Medium,46.75,1.7800000000000011,38.580000000000005,5
2024,South Korea,3,Government,Medium,875,2.34,98.4,86.9,60.67,High,48.53,12.14,44.95666666666667,6
2025,South Korea,3,Government,Medium,491,2.67,95.4,95.2,72.34,High,60.67,11.670000000000002,51.98333333333333,7
2018,South Korea,3,Government,Small,89,2.43,94.7,75.5,5.61,Low,5.61,0.0,5.61,0
2019,South Korea,3,Government,Small,64,2.85,99.0,93.2,6.94,Low,5.61,1.33,5.61,1
2020,South Korea,3,Government,Small,69,2.3,99.0,92.0,18.5,Low,6.94,11.559999999999999,6.275,2
2021,South Korea,3,Government,Small,27,2.53,99.0,92.3,20.98,Low,18.5,2.4800000000000004,10.35,3
2022,South Korea,3,Government,Small,21,2.72,99.0,75.6,22.23,Low,20.98,1.25,15.473333333333334,4
2023,South Korea,3,Government,Small,30,2.39,99.0,74.9,36.26,Medium,22.23,14.029999999999998,20.570000000000004,5
2024,South Korea,3,Government,Small,37,2.3,95.8,88.3,46.54,Medium,36.26,10.280000000000001,26.49,6
2025,South Korea,3,Government,Small,23,2.16,99.0,94.6,56.0,High,46.54,9.46,35.01,7
2018,South Korea,3,Healthcare,Large,4465,2.64,95.6,100.0,54.71,Medium,54.71,0.0,54.71,0
2019,South Korea,3,Healthcare,Large,40520,2.94,99.0,100.0,61.41,High,54.71,6.699999999999996,54.71,1
2020,South Korea,3,Healthcare,Large,34948,2.67,99.0,82.1,65.22,High,61.41,3.8100000000000023,58.06,2
2021,South Korea,3,Healthcare,Large,33782,2.41,93.7,100.0,81.49,High,65.22,16.269999999999996,60.446666666666665,3
2022,South Korea,3,Healthcare,Large,20017,2.52,99.0,98.2,82.2,High,81.49,0.710000000000008,69.37333333333333,4
2023,South Korea,3,Healthcare,Large,48800,2.1,99.0,80.8,88.77,High,82.2,6.569999999999993,76.30333333333333,5
2024,South Korea,3,Healthcare,Large,17040,2.47,99.0,76.7,97.0,High,88.77,8.230000000000004,84.15333333333332,6
2025,South Korea,3,Healthcare,Large,14347,2.79,93.7,82.5,97.0,High,97.0,0.0,89.32333333333332,7
2018,South Korea,3,Healthcare,Medium,660,3.15,99.0,89.7,31.48,Medium,31.48,0.0,31.48,0
2019,South Korea,3,Healthcare,Medium,122,3.15,87.8,91.0,44.06,Medium,31.48,12.580000000000002,31.48,1
2020,South Korea,3,Healthcare,Medium,458,2.83,99.0,88.5,47.47,Medium,44.06,3.4099999999999966,37.77,2
2021,South Korea,3,Healthcare,Medium,927,2.46,99.0,92.0,49.42,Medium,47.47,1.9500000000000028,41.00333333333334,3
2022,South Korea,3,Healthcare,Medium,413,2.24,94.3,100.0,55.87,High,49.42,6.449999999999996,46.98333333333333,4
2023,South Korea,3,Healthcare,Medium,369,2.75,97.4,96.8,72.42,High,55.87,16.550000000000004,50.919999999999995,5
2024,South Korea,3,Healthcare,Medium,508,2.47,94.7,95.5,96.05,High,72.42,23.629999999999995,59.23666666666667,6
2025,South Korea,3,Healthcare,Medium,874,2.15,99.0,99.1,95.7,High,96.05,-0.3499999999999943,74.78000000000002,7
2018,South Korea,3,Healthcare,Small,33,2.45,99.0,75.0,25.69,Low,25.69,0.0,25.69,0
2019,South Korea,3,Healthcare,Small,6,2.33,99.0,90.8,21.1,Low,25.69,-4.59,25.69,1
2020,South Korea,3,Healthcare,Small,49,2.34,99.0,73.0,31.35,Medium,21.1,10.25,23.395000000000003,2
2021,South Korea,3,Healthcare,Small,87,2.45,99.0,100.0,40.04,Medium,31.35,8.689999999999998,26.046666666666667,3
